aifi_cell_type,timepoint,fg,bg,n_sample,gene,coef_C,coef_D,logFC,nomP,adjP,direction_sign,direction,alt_name,gene_group,source,notes,y_offset,order,gene_ypos,treat_label,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos
t_cd4_cm,24,bortezomib,dmso,648,PSMD7,0.115103792667408,1.23758168151191,0.447185110173762,6.16344936397703e-27,2.0419621023874e-24,1,up,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,11,11,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,RFFL,0.0937195964963919,0.414420349789772,0.161485722447066,0.000146460821563198,0.00308694346987049,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,46,47,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,RNF111,0.0210829915263393,0.315332245427761,0.141280689344732,0.0170429739712485,0.118367147106938,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,44,45,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,RNF125,0.0514636162105473,-0.181386728922528,-0.0484880261358736,0.113684650536586,0.375150513464555,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,43,44,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,RNF13,0.0192563287268975,0.272060243573117,0.121132343422751,0.0487443952729911,0.228270109464553,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,42,43,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,RNF144A,-0.0567977666651942,-0.472409990666281,-0.207492928847186,5.7568805622673e-05,0.00133603670753821,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,41,42,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,RNF145,-0.0193022677086281,-0.380027814741184,-0.164070845719894,0.00301311938658821,0.0353989433882161,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,40,41,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,RNF149,0.00775447862516805,-0.217880605150259,-0.0700158795490309,0.210740966864442,0.498676016712827,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,39,40,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,RNF157,-0.0130908411194831,-0.480759293074259,-0.113878791116674,0.00259237936869196,0.0316374574104447,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,38,39,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,RNF168,0.0413789309964631,-0.0840760628020767,-0.0132315725613059,0.339780556217955,0.628094895433146,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,37,38,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,RNF213,0.101337512631773,0.211510369634118,0.138362591193444,0.011650324911491,0.0909890879973492,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,36,37,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,RNF216,0.0287991406441413,0.14687031362672,0.0727618042219657,0.276853943186685,0.569954811418231,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,35,36,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,RNF38,0.0490598315325221,0.10324303863187,0.0674065127156125,0.215464702993689,0.50375430433933,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,34,35,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,STAMBPL1,0.0072514943289779,-0.353714385168797,-0.138438236631738,0.00685829378980192,0.0643694446967707,-1,dn,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,10,10,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,TANK,0.00108987115670286,0.258432377459148,0.109915576327724,0.0753299532816747,0.298996552885301,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,33,34,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,TRAF3,0.0801628872704983,0.548701537876868,0.211699268927026,4.10967103937409e-06,0.000139073887683042,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,32,33,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,TRIM22,-0.0161388820244287,-0.318301714882564,-0.125437349475581,0.0157215416076114,0.112171035788022,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,31,32,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,TRIM25,0.040059208568527,-0.233193861656009,-0.0375493653840915,0.170893598713544,0.453049384354821,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,30,31,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,TRIM33,-0.0132432704794213,0.414555404709165,0.156154392079984,0.00120077913169775,0.0172578983834867,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,29,30,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,TRIM37,0.00462292601500322,-0.0722280480810371,-0.0203683894904202,0.839670586958265,0.929877700863559,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,28,29,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,TRIM56,0.0344141779339635,-0.143340882479586,-0.0382693175974956,0.221019908501621,0.510353729815281,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,27,28,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,TRIP12,0.0583155786153163,0.371700666957272,0.182759189211077,0.000849164344545509,0.0129493751213098,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,26,27,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,TTC3,0.0871580354376302,-0.233189813654859,-0.0336807571616238,0.00329729235884884,0.0381569499946349,-1,dn,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,25,26,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,UBA6,0.0495809256604424,0.183217744591304,0.0872405111216104,0.0830562004707201,0.31658774548971,1,up,,E1: Ub Activating,https://www.genenames.org/data/genegroup/#!/group/100,,3,76,79,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,UBE2D2,0.0304999398834536,0.173368933677709,0.0864665923585245,0.200699011124734,0.487119173583558,1,up,,E2: Ub Conjugating,https://www.genenames.org/data/genegroup/#!/group/102,,2,74,76,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,UBE2E2,0.112017511927412,0.904228091909762,0.0870164721841192,0.00123214655167655,0.01764846314726,1,up,,E2: Ub Conjugating,https://www.genenames.org/data/genegroup/#!/group/102,,2,73,75,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,UBE2G1,0.0835486094690292,0.402277121688337,0.164604848315558,0.000415883652181591,0.00719453307867705,1,up,,E2: Ub Conjugating,https://www.genenames.org/data/genegroup/#!/group/102,,2,72,74,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,UBE2H,0.0668101386077902,-0.0361677771798173,0.0113794684235584,0.119198758048545,0.382643329880704,1,up,,E2: Ub Conjugating,https://www.genenames.org/data/genegroup/#!/group/102,,2,71,73,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,UBE2K,0.10614501913405,0.216325269182715,0.152548553160184,0.000731197242443651,0.0115228003289729,1,up,,E2: Ub Conjugating,https://www.genenames.org/data/genegroup/#!/group/102,,2,70,72,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,UBE2L3,0.0925307049945582,0.441834109679455,0.156498988431638,2.73647360712913e-05,0.000717395272189963,1,up,,E2: Ub Conjugating,https://www.genenames.org/data/genegroup/#!/group/102,,2,69,71,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,UBE2R2,0.111270856830121,0.530100005615914,0.223091000824945,4.16562190203249e-07,1.70109579018577e-05,1,up,,E2: Ub Conjugating,https://www.genenames.org/data/genegroup/#!/group/102,,2,68,70,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,UBE4B,0.191469189111575,1.0231858397776,0.48210309628669,5.38375142011932e-24,1.63319944866048e-21,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,24,25,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,UBR1,0.0284169515959443,0.136497639718673,0.0692906035557299,0.329467414269391,0.620784431411758,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,23,24,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,UBR2,0.11888522887839,0.530273117021933,0.285886299953894,3.13623755281837e-08,1.59516178285265e-06,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,22,23,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,UBR3,0.336306576876559,1.07586863805702,0.641703579372647,1.93642702531936e-38,1.26523162715866e-35,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,21,22,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,UBR4,0.112322945992906,0.199282824692505,0.107191999210732,0.000253859431458913,0.00483471302872647,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,20,21,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,UNKL,0.0422687008008665,0.671029203441862,0.112965082953738,0.000101001392990585,0.0022168109355608,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,19,20,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,USP12,0.0336576753616174,0.281700327187686,0.0925088140811463,0.0491065522249911,0.229064240285661,1,up,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,8,8,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,USP14,0.252045080556982,1.08831691576409,0.505300578368488,7.49749615406772e-30,3.35177538592901e-27,1,up,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,7,7,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,USP25,0.0664858393398689,-0.220639389134405,-0.0509513149701863,0.0188748097545928,0.126875017907102,-1,dn,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,6,6,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,USP3,-0.0647538884726643,-0.184742365186426,-0.113396002345241,0.0290974691041367,0.168017608817497,-1,dn,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,5,5,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,USP34,0.0703046061819639,0.272784128799764,0.129115896921158,0.0111914835138757,0.0887290300014325,1,up,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,4,4,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,USP38,0.0386777885266614,0.36747528208631,0.0757428301066615,0.0311984101388833,0.175264084470685,1,up,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,3,3,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,USP47,0.109093282347769,0.453015820482895,0.245384429140642,2.65241654092e-06,9.33711341743616e-05,1,up,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,2,2,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,USP9X,0.041020417554862,-0.0458309409124017,0.00450104443642452,0.360479855436224,0.644613872015849,1,up,,DUB: De-Ub Enzyme,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/DUBs/,Symbols converted via HGNC Multi-Symbol Checker,0,1,1,Bor/DMSO,CD4 CM,#00AEEF,2,6
t_cd4_cm,24,bortezomib,dmso,648,WWP1,0.0497525514910131,0.0718143679364909,0.0576192062786337,0.227062640086468,0.518889597691416,1,up,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,1,18,19,Bor/DMSO,CD4 CM,#00AEEF,2,6
